-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.7,0,38.7
-25.24,36.8,28.8,-18.8349,0,38.512
-25.24,36.8,28.8,-19.08598,0,38.21383
-25.24,36.8,28.8,-19.41836,0,37.8853
-25.24,36.8,28.8,-19.80154,0,37.55364
-25.24,36.8,28.8,-20.26151,0,37.18334
-25.24,36.8,28.8,-20.61996,0,36.77992
-25.24,36.8,28.8,-20.86342,0,36.267
-25.24,36.8,28.8,-21.03279,0,35.71241
-25.24,36.8,28.8,-21.15653,0,35.18959
-25.24,36.8,28.8,-21.28687,0,34.58736
-25.24,36.8,28.8,-21.41342,0,34.02009
-25.24,36.8,28.8,-21.56041,0,33.44796
-25.24,36.8,28.8,-21.75841,0,32.82166
-25.24,36.8,28.8,-21.96728,0,32.29658
-25.24,36.8,28.8,-22.22137,0,31.77857
-25.24,36.8,28.8,-22.54305,0,31.24121
-25.24,36.8,28.8,-22.88153,0,30.77598
-25.24,36.8,28.8,-23.24442,0,30.35843
-25.24,36.8,28.8,-23.73307,0,29.90403
-25.24,36.8,28.8,-24.15575,0,29.60035
-25.24,36.8,28.8,-24.74183,0,29.30336
-25.24,36.8,28.8,-33.60051,3.85005,28.74064
-25.24,36.8,28.8,-34.06673,3.850044,29.05619
-25.24,36.8,28.8,-34.37966,3.850039,29.46456
-25.24,36.8,28.8,-34.57603,3.850032,29.97918
-25.24,36.8,28.8,-34.62648,3.850025,30.53797
-25.24,36.8,28.8,-34.45149,3.85002,31.0078
-25.24,36.8,28.8,-34.16252,3.850017,31.34178
-25.24,36.8,28.8,-33.71317,3.850016,31.53078
-25.24,36.8,28.8,-28.92714,8.74712,31.68979
-25.24,36.8,28.8,-28.57364,8.76234,31.50664
-25.24,36.8,28.8,-28.23727,8.75745,31.20474
-25.24,36.8,28.8,-27.91488,8.7543,30.87506
-25.24,36.8,28.8,-27.45495,8.75184,30.41513
-25.24,36.8,28.8,-27.16383,8.751,30.13933
-25.24,36.8,28.8,-27.01054,8.75055,29.9941
-25.24,36.8,28.8,-26.91768,8.75036,29.90614
-25.24,36.8,28.8,-26.87086,8.75019,29.86177
-25.24,36.8,28.8,-26.84712,8.75017,29.83928
-25.24,36.8,28.8,-26.83073,8.75009,29.85945
-25.24,36.8,28.8,-26.79386,8.75005,30.12186
-25.24,36.8,28.8,-25.36759,12.59994,38.69419
-25.24,36.8,28.8,-25.46735,12.59994,39.23922
-25.24,36.8,28.8,-25.58773,12.59994,39.6206
-25.24,36.8,28.8,-25.65015,12.59994,39.69913
-25.24,36.8,28.8,-25.68457,12.59994,39.69913
-25.24,36.8,28.8,-25.70232,12.59994,39.69913
-25.24,36.8,28.8,-25.71187,12.59994,39.69913
-25.24,36.8,28.8,-25.71686,12.59994,39.69913
-25.24,36.8,28.8,-25.76566,12.59994,39.66037
-25.24,36.8,28.8,-25.98397,12.59994,39.47094
-25.24,36.8,28.8,-26.26797,12.59995,39.19223
-25.24,36.8,28.8,-26.596,12.59995,38.80735
-25.24,36.8,28.8,-26.90216,12.59996,38.32954
-25.24,36.8,28.8,-33.41741,3.849922,39.54898
-25.24,36.8,28.8,-33.89328,3.849922,39.40643
-25.24,36.8,28.8,-34.33864,3.849924,39.0958
